id,first_name,last_name,date_born,pet
535-39-3672,Sammie,Casaletto,8/24/1983,"Rabbit, eastern cottontail"
505-82-9302,Bay,Stilwell,3/18/1989,King cormorant
353-82-0609,Eb,Olver,9/29/1978,"Bushbaby, large-eared"
630-96-7275,Brigitta,Krzysztofiak,11/25/1982,Blesbok
884-18-1961,Finn,Bedminster,2/26/1999,"Hornbill, southern ground"
554-93-2684,Chandler,Ludovici,2/28/1993,Ring-tailed possum
691-12-6630,Delaney,McFeate,5/28/1978,Black-backed jackal
766-36-4311,Ophelie,McBryde,10/29/1976,Australian magpie
211-99-3417,Wayne,Fardoe,12/28/1976,"Lion, galapagos sea"
170-34-8926,Tiffanie,Quakley,9/15/1983,Stanley bustard
377-86-7967,Lindi,Patriche,4/29/1997,"Cormorant, large"
541-88-0660,Dyanne,Shipston,5/31/1990,Galapagos dove
100-65-8852,Hal,Leversuch,2/24/1980,"Hornbill, southern ground"
636-34-1274,Lane,Moloney,1/28/1987,"Stork, saddle-billed"
851-49-9484,Tito,Yeld,5/3/1978,Western spotted skunk
271-15-9743,Arliene,Knaggs,4/24/1983,Carpet python
406-12-6608,Gerek,Shooter,10/7/1983,"Stork, jabiru"
618-81-9997,Regen,Meenan,10/14/1993,Red phalarope
745-42-5330,Barbe,Grgic,2/14/1989,"Hare, arctic"
558-58-4452,Cahra,Beany,5/23/1995,"Insect, stick"
396-79-3612,Denney,Michin,4/9/1973,Common langur
483-06-9053,Doria,Jardin,6/20/1994,"Swan, trumpeter"
528-96-0047,Mack,Mildmott,7/23/1973,"Seal, harbor"
472-46-5709,Malvin,Wyllcocks,12/4/1976,Groundhog
339-12-6650,Germain,Vlasyuk,9/1/1981,Lesser double-collared sunbird
232-58-9162,Lynett,Mosson,7/5/1979,Brolga crane
601-26-5045,Marylinda,Redihough,5/28/1993,Giant otter
830-77-9685,Jemimah,Karpychev,7/15/1979,Painted stork
577-70-2178,Abelard,Smalcombe,8/11/1997,"Dove, little brown"
463-08-3476,Hadlee,Trinke,1/2/1990,"Dragon, asian water"
781-27-3601,Alexandrina,Fern,7/15/1973,"Antechinus, brown"
614-78-2453,Pasquale,Bauser,3/23/1992,Agama lizard (unidentified)
707-53-3726,Dante,Huggin,2/18/1975,"Porcupine, tree"
684-86-1741,Dierdre,Burnyate,1/11/1995,"Cat, cape wild"
232-29-6925,Dorothea,O'Dea,11/29/1993,"Snake, green vine"
307-83-0407,Rosette,Willis,1/11/1993,"Eagle, crowned"
544-59-1865,Vanya,Toretta,1/11/1991,Coqui francolin
267-79-5015,Justen,Levesque,6/22/1996,European red squirrel
284-13-7877,Merrel,Passy,12/14/1991,Brush-tailed rat kangaroo
277-79-4412,Karel,Willows,5/4/1987,Black-tailed tree creeper
506-37-8328,Cyril,Spoors,4/8/1985,Kalahari scrub robin
676-09-7413,Ardenia,Saywood,11/22/1983,Mocking cliffchat
694-50-7487,Aleta,Velareal,9/9/1996,"Hen, sage"
765-76-8008,Aurea,Melpuss,10/1/1979,"Cat, toddy"
125-78-1494,Lorene,Dodding,6/27/1990,Black and white colobus
497-15-6531,Isaac,Satterthwaite,11/3/1977,Indian giant squirrel
648-89-1551,Kylynn,Cubbin,1/4/1998,Crested bunting
253-45-5868,Alister,Areles,7/5/1983,"Kingfisher, white-throated"
748-27-7157,Maxy,Jennings,9/3/1993,"Moorhen, purple"
382-06-9945,Ervin,Oleksinski,5/28/1976,"Stork, yellow-billed"
643-62-3303,Leanna,Dunston,9/23/1999,Scarlet macaw
607-84-2431,Harwell,Pagin,2/15/1981,"Toucan, red-billed"
457-91-4204,Irwin,Escot,6/30/1979,"Partridge, coqui"
446-17-6753,Benito,Hamlington,10/5/1997,"Siskin, pine"
664-93-3016,Cassius,Riddock,12/30/1973,"Lapwing, southern"
621-20-7229,Benny,Krysiak,3/19/1988,White-rumped vulture
559-74-1400,Rita,Tootell,3/26/1989,White-bellied sea eagle
164-16-1972,Stan,Devereux,12/5/1978,Chuckwalla
379-33-4127,Kimball,Ewdale,1/13/1973,Brown and yellow marshbird
694-96-6624,Shayne,Verecker,10/3/1992,Harbor seal
333-57-2814,Lydon,Ettels,11/28/1987,"Antelope, sable"
688-25-1188,Jenilee,Clelle,11/16/1981,Jaguar
236-03-3897,Bennett,Buttress,11/22/1989,South American meadowlark (unidentified)
255-94-6298,Sherlocke,Slyford,1/4/1982,King vulture
428-62-7276,Yanaton,Mixhel,11/24/1999,Small-toothed palm civet
675-19-7363,Celine,Mothersole,12/3/1982,"Gull, swallow-tail"
542-69-7222,Veriee,Parris,8/7/1990,White-browed owl
294-61-8857,Wilmar,Raynton,5/7/1982,Blue duck
181-05-3925,Pate,Coate,8/6/1991,Mexican wolf
846-13-4587,Morris,Laye,5/1/1997,Snake-necked turtle
743-55-5883,Kylynn,Letterese,2/25/1979,"Penguin, magellanic"
128-95-3397,Constancy,Standring,11/3/1994,"Phalarope, red-necked"
149-78-5886,Breanne,Sadd,11/11/1997,Common rhea
372-26-0202,Milena,Leeb,12/24/1977,"Cat, miner's"
370-05-3874,Iormina,Cowherd,5/24/1997,"Dog, black-tailed prairie"
857-81-0301,Bertram,Gelder,5/22/1997,"Duck, comb"
716-58-2720,Niccolo,Liddiard,10/4/1973,"Wallaby, whip-tailed"
296-90-4319,Madel,Aslen,4/17/1999,"Bear, black"
603-32-5264,Damien,Reddecliffe,3/16/1996,Indian porcupine
420-87-3962,Kearney,Whitford,9/5/1985,Old world fruit bat (unidentified)
241-67-3485,Murray,Feltoe,7/24/1990,Small-clawed otter
493-84-4811,Consuela,Test,9/3/1984,"Roadrunner, greater"
738-85-8719,Mariann,Saunderson,7/28/1983,"Ass, asiatic wild"
657-90-8960,Tyrus,Smitten,6/21/1992,Brush-tailed phascogale
329-42-3638,Raeann,Domaschke,11/14/1979,King cormorant
769-33-0870,Earl,Lody,1/14/1998,Spotted wood sandpiper
536-90-0876,Diego,Whimper,7/3/1979,European wild cat
712-25-5850,Valenka,Quinney,5/1/1974,Red-tailed cockatoo
450-33-7349,Gar,Bleyman,8/4/1978,Jabiru stork
753-55-3037,Maribeth,Morcom,2/20/1974,"Woodpecker, downy"
307-57-1057,Dusty,Pyvis,1/5/1994,"Rabbit, eastern cottontail"
857-18-7791,Beniamino,Tyrie,4/28/1991,Chital
760-44-2249,Ignazio,Fauning,7/2/1990,Brown and yellow marshbird
630-66-9486,Padraic,Niave,7/30/1979,Carpet python
487-26-6348,Ogdon,Truse,3/11/1980,Bushbuck
297-13-8187,Drucy,McGoogan,8/5/1989,"Cockatoo, slender-billed"
713-96-9554,Kali,Lamlin,12/16/1983,"Flamingo, chilean"
784-11-4530,Terrijo,Cayette,3/31/1980,"Turaco, violet-crested"
408-15-4939,Correna,Lorie,3/19/1979,"Spurfowl, yellow-necked"
578-43-7153,Gabbey,Clamp,12/5/1989,"Cockatoo, red-tailed"
711-17-8235,Wallache,Tierney,2/13/1988,"Lynx, african"
504-22-2907,Ham,Gilroy,7/17/1978,Weeper capuchin
841-05-4936,Bernelle,Crommett,8/9/1976,Galapagos penguin
395-68-8605,Wiatt,Ecclesall,5/6/1981,"Puffin, horned"
367-27-3136,Pia,Enders,9/21/1978,"Cockatoo, red-breasted"
193-18-5883,Brewer,Chesterman,8/13/1992,"Dragon, frilled"
688-18-8181,Carmen,MacMaykin,9/22/1984,King cormorant
668-98-8032,Clair,Loughlin,6/11/1998,Common pheasant
734-12-0585,Tristam,Juschke,11/30/1997,"Alligator, mississippi"
219-63-6264,Jewell,Hatje,10/1/1993,"Legaan, Monitor (unidentified)"
798-09-4741,Gordy,Keirle,11/12/1979,"Flicker, field"
766-04-8969,Geri,Pauncefort,6/2/1981,"Raven, white-necked"
668-51-8909,Paige,Laughton,4/9/1995,Eurasian red squirrel
466-80-6292,Gratiana,Pridden,7/25/1976,Meerkat
418-82-3177,Lorraine,Pleace,12/20/1987,Lesser double-collared sunbird
296-36-7948,Asa,Crome,4/30/1986,Long-nosed bandicoot
358-91-2959,Brina,Ingilson,8/3/1979,"Fox, north american red"
374-46-1166,Clive,Stille,8/21/1973,Waved albatross
116-40-8687,Arabel,Savary,12/10/1985,Steenbok
605-22-2961,Izak,Firbank,9/30/1992,"Fowl, helmeted guinea"
436-74-0732,Geri,Ditter,2/26/1996,Eastern white pelican
270-03-6527,Marne,Braker,9/12/1974,Blue-faced booby
693-96-9591,Justin,Gartin,5/18/1976,Wood pigeon
196-70-0213,Valma,Barney,11/10/1992,"Teal, hottentot"
235-70-9032,Ewen,Brunton,11/19/1995,"Shrike, southern white-crowned"
500-32-9327,Carmelina,Charleston,4/17/1991,Green vine snake
281-28-3139,Rollie,Penning,6/3/1982,"Sparrow, rufous-collared"
642-95-7029,Kara,Wilkison,10/19/1990,"Oryx, beisa"
637-47-8660,Nap,Denkin,12/15/1992,African fish eagle
415-76-1451,Tabb,Chadburn,1/21/1993,Peregrine falcon
566-48-1808,Roch,Bracken,6/26/1988,"Heron, black-crowned night"
403-11-6329,Cris,Gregolin,10/6/1990,"Shrew, mandras tree"
602-41-7402,Aldin,Melledy,8/23/1981,"Squirrel, pine"
717-28-7791,Rhett,Shimwall,12/10/1997,Alpaca
336-01-6649,Dacey,Heeks,9/9/1990,"Dolphin, striped"
173-77-7669,Nigel,Seebert,12/13/1979,"Peccary, collared"
352-53-7498,Joline,Grinvalds,10/2/1974,"Hyena, striped"
414-45-4644,Anetta,Backs,11/3/1993,Asiatic jackal
705-63-2567,Gretchen,Dowrey,2/18/1974,"Falcon, peregrine"
444-24-3550,Doralin,Abdon,8/22/1973,"Squirrel, smith's bush"
812-20-4316,Aristotle,Medeway,11/11/1988,Tiger cat
357-78-2706,Orazio,Glencrash,7/3/1994,Blue waxbill
416-55-8921,Weidar,Starton,3/14/1991,"Mongoose, javan gold-spotted"
304-63-3651,Bobinette,Fippe,10/26/1982,Madagascar fruit bat
162-73-6112,Ramonda,Ogelsby,4/27/1987,"Flamingo, roseat"
631-91-9517,Felicdad,Annott,4/9/1998,"Quoll, spotted-tailed"
117-47-8103,Alaine,Malins,3/14/1988,"Cockatoo, red-breasted"
242-28-0930,Roldan,O'Fallone,3/4/1982,Pronghorn
798-40-9364,Shea,Lowrance,5/30/1973,"Swan, trumpeter"
446-69-7946,Sampson,Riolfo,7/22/1978,Roseate cockatoo
417-15-5755,Hogan,Lanbertoni,10/25/1995,Pale-throated three-toed sloth
816-78-4301,Allyson,Edmunds,1/25/1989,White-throated toucan
349-50-5571,Emmalynn,Loyns,10/24/1978,"Hornbill, southern ground"
888-44-6802,Kean,Bagshawe,3/28/1993,Seven-banded armadillo
495-61-5532,Christye,Windus,3/14/1974,"Wapiti, elk,"
243-31-1053,Marnie,Giannotti,1/12/1993,"Flamingo, greater"
151-77-8491,Lela,Clowsley,2/15/1982,"Antelope, sable"
506-43-0837,Edithe,Gascar,3/24/1979,"Roadrunner, greater"
185-40-7139,Susette,Pavey,7/18/1984,"Lark, horned"
673-89-6384,Anderea,Errey,9/29/1975,Eurasian red squirrel
363-60-3291,Una,Krzyzaniak,8/4/1981,Black-cheeked waxbill
852-04-1914,Kora,Pumfrett,5/29/1991,"Possum, common brushtail"
229-34-7869,Emerson,Skelding,10/17/1983,"Bee-eater, white-fronted"
313-27-9899,Annabela,Drayton,10/7/1988,Thirteen-lined squirrel
629-29-7377,Juliane,Klimke,11/20/1995,"Sloth, two-toed"
673-44-1918,Sherwin,Beagan,4/4/1995,North American river otter
106-23-6773,Lida,Oldred,9/20/1981,"Owl, snowy"
361-64-0662,Nevins,Warder,2/10/1973,"Phalarope, northern"
256-49-7502,Oliviero,Minocchi,9/16/1973,Yellow-headed caracara
210-21-7555,Luciana,Oene,12/4/1984,"Cobra, egyptian"
387-87-3469,Northrup,Buckenhill,10/9/1975,Eastern diamondback rattlesnake
543-25-1180,Randy,Woolstenholmes,1/13/1978,Sally lightfoot crab
758-77-7119,Abe,Brute,5/27/1985,Little grebe
362-54-1773,Rip,Knight,6/17/1974,Common zebra
408-05-9000,Reena,Turri,8/5/1992,White stork
179-45-2019,Micheline,Kainz,11/21/1989,Gemsbok
268-75-5673,Aloysia,Deekes,9/18/1975,"Sparrow, rufous-collared"
521-08-3059,Eilis,McIlreavy,3/5/1996,Lizard (unidentified)
489-67-9384,Cassaundra,Falkous,11/3/1974,Crested barbet
236-24-2365,Nariko,Dreakin,1/25/1980,"Snake, buttermilk"
440-49-8628,Melisa,McBoyle,11/5/1987,"Squirrel, uinta ground"
598-48-8002,Crystie,Borth,2/1/1990,"Caracara, yellow-headed"
850-80-7321,Thom,Kubasek,7/16/1976,Agile wallaby
771-93-4152,Faina,Seth,6/14/1992,Yellow-rumped siskin
